order_id,customer_id,product_id,quantity,unit_price,total_price,order_date,shipping_address,payment_method,status
799,462,84,64,542.39,1648.3,2022-12-16,10933 Barby Avenue,PayPal,delivered
800,477,643,99,890.53,1841.49,2022-05-20,12650 Dwight Park,PayPal,shipped
801,971,359,27,826.59,7151.94,2020-09-06,26 Fieldstone Junction,Apple Pay,delivered
802,609,690,85,242.38,2912.66,2021-04-05,07 Parkside Crossing,credit card,delivered
803,69,789,12,35.61,6133.23,2020-01-13,60 Scoville Trail,Apple Pay,delivered
804,855,355,35,700.85,5596.02,2020-05-26,2298 Corscot Lane,credit card,processing
805,387,925,71,413.08,3687.21,2020-09-02,8 Stephen Pass,credit card,delivered
806,722,350,91,297.82,8614.95,2020-10-08,75324 Carioca Crossing,Apple Pay,pending
807,168,4,49,139.74,8164.03,2020-01-03,2309 Butternut Court,credit card,delivered
808,483,377,85,211.23,1651.34,2021-07-06,43073 Garrison Street,PayPal,pending
809,248,162,64,89.28,7287.74,2022-02-11,0 Glendale Way,credit card,pending
810,445,787,77,966.02,3052.19,2022-02-04,37919 Manley Drive,credit card,delivered
811,14,199,29,241.78,68.86,2022-04-04,9364 Maple Terrace,PayPal,shipped
812,966,411,91,775.94,7811.57,2021-12-21,07389 Novick Alley,PayPal,pending
813,929,598,73,942.17,9125.9,2020-11-02,32599 Del Mar Street,credit card,shipped
814,614,476,74,590.04,1321.63,2022-12-25,12 Namekagon Terrace,PayPal,pending
815,656,914,36,350.93,4039.7,2020-08-30,9180 Mayfield Place,credit card,shipped
816,22,872,43,545.26,9256.14,2021-01-30,553 Jana Parkway,credit card,pending
817,920,271,7,702.84,8226.63,2021-02-18,3202 Coolidge Place,Apple Pay,pending
818,505,332,26,260.86,3124.08,2020-05-07,209 Boyd Place,credit card,processing
819,985,887,53,373.02,5986.91,2022-01-08,29 Anzinger Way,credit card,pending
820,204,526,23,384.2,242.38,2022-03-25,5363 New Castle Crossing,credit card,processing
821,686,575,7,336.73,3033.18,2022-09-10,39538 Mayfield Point,credit card,pending
822,991,29,52,502.26,6594.26,2021-10-15,537 Di Loreto Point,PayPal,shipped
823,286,442,62,918.66,190.29,2020-10-12,41689 Village Pass,Apple Pay,pending
824,24,519,45,382.13,4476.09,2022-12-24,4258 Vidon Hill,credit card,pending
825,698,738,51,869.55,3306.1,2021-08-21,891 Shoshone Parkway,credit card,delivered
826,325,95,82,34.09,3223.67,2022-07-19,1660 Carpenter Parkway,Apple Pay,processing
827,289,602,47,591.47,3310.36,2021-08-22,3 Schurz Crossing,PayPal,processing
828,270,724,11,779.75,4771.5,2021-12-17,606 High Crossing Lane,Apple Pay,shipped
829,264,552,15,377.77,9804.27,2021-08-23,43896 Spohn Avenue,PayPal,processing
830,334,358,24,590.14,4343.16,2020-01-05,59623 Miller Circle,Apple Pay,processing
831,944,47,4,370.54,5895.09,2021-02-24,882 Meadow Ridge Junction,PayPal,delivered
832,429,60,26,902.7,1340.38,2020-04-17,65597 South Drive,credit card,shipped
833,750,826,19,674.35,2106.49,2022-11-13,3 Saint Paul Avenue,Apple Pay,shipped
834,916,982,44,908.09,6558.52,2022-03-15,9 Portage Crossing,credit card,shipped
835,802,484,74,400.1,1734.7,2022-11-16,642 Schurz Circle,Apple Pay,shipped
836,18,546,87,279.11,4475.5,2021-06-26,43 Barnett Crossing,Apple Pay,shipped
837,995,248,88,571.57,4306.03,2021-12-21,6 Dayton Road,Apple Pay,delivered
838,843,844,63,21.91,2258.8,2021-01-18,881 La Follette Way,credit card,processing
839,943,761,22,7.12,3102.73,2021-11-04,278 Grayhawk Alley,credit card,pending
840,273,433,40,748.07,4827.64,2022-04-05,2412 Hazelcrest Point,Apple Pay,pending
841,439,710,89,717.84,8111.42,2021-04-17,4 Hermina Hill,Apple Pay,pending
842,781,59,63,172.05,6715.89,2020-01-27,9 Bowman Park,PayPal,shipped
843,513,384,76,72.03,1851.35,2020-09-26,717 Sachs Terrace,credit card,processing
844,152,323,43,539.05,5172.05,2020-03-25,5 Tomscot Plaza,credit card,shipped
845,181,114,25,503.93,2205.64,2022-06-03,75313 Rigney Place,PayPal,delivered
846,687,142,57,288.93,1771.61,2021-03-15,5 Meadow Valley Drive,Apple Pay,shipped
847,187,330,41,507.16,2990.01,2021-12-19,502 Fordem Circle,credit card,delivered
848,621,176,85,243.22,3327.83,2021-10-03,01025 Mosinee Place,PayPal,delivered
849,464,711,88,900.97,8386.77,2021-09-02,4286 Arrowood Trail,PayPal,pending
850,713,220,61,626.93,9858.14,2022-04-02,9 Moland Trail,credit card,pending
851,357,443,68,564.94,3920.1,2021-04-28,605 Aberg Park,Apple Pay,pending
852,577,549,10,50.02,4757.77,2020-02-27,03490 Ohio Trail,Apple Pay,delivered
853,468,944,67,847.51,699.83,2022-01-16,51411 Butternut Plaza,PayPal,processing
854,47,279,24,935.99,7038.95,2022-08-02,986 Katie Point,Apple Pay,shipped
855,630,183,20,162.33,886.64,2020-11-16,5 Ramsey Pass,credit card,processing
856,140,68,19,354.26,6167.56,2021-03-09,8 Lien Plaza,PayPal,pending
857,569,699,71,143.54,5151.79,2020-11-30,7717 Roxbury Court,PayPal,shipped
858,437,184,86,490.54,4426.29,2021-10-13,85 Grasskamp Alley,credit card,pending
859,904,510,95,187.13,4935.85,2021-12-04,021 Veith Hill,credit card,delivered
860,78,971,55,376.47,8028.77,2022-12-30,3602 Gerald Lane,Apple Pay,pending
861,53,292,15,765.14,8067.7,2020-09-15,0599 Calypso Terrace,credit card,shipped
862,667,424,62,902.95,7832.09,2022-11-05,4 Almo Drive,PayPal,pending
863,959,819,55,101.09,2925.26,2022-01-26,0444 Holmberg Center,PayPal,delivered
864,928,9,97,68.63,933.32,2021-06-08,4858 Monica Lane,PayPal,pending
865,1,445,90,477.31,6946.54,2021-10-25,2244 School Alley,Apple Pay,processing
866,897,202,65,205.01,6985.78,2022-01-23,4032 Stone Corner Street,PayPal,processing
867,828,565,16,820.41,1999.36,2020-06-24,20256 Texas Drive,Apple Pay,processing
868,171,653,53,574.86,8635.43,2021-09-13,58 Meadow Vale Place,PayPal,processing
869,609,421,44,701.13,556.75,2022-01-31,454 Sloan Park,credit card,delivered
870,965,759,9,882.79,3212.13,2020-09-28,30016 Morning Pass,PayPal,shipped
871,309,137,15,567.97,73.06,2020-01-08,95 Old Gate Avenue,credit card,pending
872,992,171,100,283.85,5253.98,2021-11-06,93 Melrose Court,Apple Pay,processing
873,96,101,46,94.21,8341.97,2022-07-17,3442 Maple Plaza,Apple Pay,shipped
874,970,439,28,746.43,5047.41,2021-01-19,18 Heffernan Avenue,PayPal,shipped
875,838,909,72,111.81,9399.74,2020-05-28,38217 Melvin Hill,credit card,delivered
876,118,230,94,582.73,1638.1,2021-06-26,24545 Anthes Drive,credit card,pending
877,451,391,82,650.65,3229.8,2022-07-31,98 Vera Plaza,PayPal,processing
878,717,904,7,93.68,7409.5,2020-08-05,22 Northland Hill,PayPal,delivered
879,231,766,46,821.33,332.86,2022-06-23,01189 Service Trail,credit card,delivered
880,494,606,30,709.0,8566.49,2020-02-11,1424 Grim Point,Apple Pay,processing
881,467,985,80,663.69,5464.94,2022-12-24,10718 Eagan Trail,Apple Pay,processing
882,743,912,49,761.49,4833.88,2022-02-05,896 Thompson Plaza,Apple Pay,shipped
883,469,107,63,486.54,1902.52,2020-05-26,72020 Grim Terrace,credit card,processing
884,673,713,1,850.02,7352.75,2021-07-12,173 Mallard Junction,credit card,processing
885,652,489,85,220.92,3813.06,2021-04-07,0680 La Follette Road,PayPal,delivered
886,643,981,12,669.12,3391.54,2020-11-04,3 Vernon Avenue,PayPal,shipped
887,923,726,48,960.1,8744.49,2022-09-24,6574 Dahle Road,Apple Pay,pending
888,420,21,30,531.11,2185.07,2021-01-15,841 Hoard Road,Apple Pay,shipped
889,263,487,51,599.06,9044.1,2022-11-10,615 Mccormick Park,Apple Pay,shipped
890,658,362,72,332.86,321.48,2022-11-05,719 8th Terrace,Apple Pay,processing
891,220,113,8,689.8,3480.53,2022-08-18,6 Graceland Parkway,PayPal,delivered
892,394,517,88,873.45,9787.6,2020-09-25,2177 Pierstorff Terrace,PayPal,processing
893,825,864,58,473.77,8664.68,2021-03-03,1913 Redwing Park,PayPal,pending
894,804,462,27,625.54,385.37,2020-10-07,15903 Main Circle,credit card,delivered
895,203,806,34,119.93,3384.57,2020-01-25,943 New Castle Circle,credit card,pending
896,518,127,73,24.04,8677.56,2021-08-28,37 South Road,Apple Pay,processing
897,618,382,51,220.68,4189.71,2020-03-15,1673 Pearson Parkway,Apple Pay,delivered
898,177,494,35,928.98,3161.3,2021-10-21,1878 Blaine Trail,credit card,processing
899,726,316,59,565.33,8617.13,2020-06-10,936 Nova Pass,credit card,pending
900,400,685,27,553.67,6366.84,2020-05-03,61 Garrison Road,Apple Pay,shipped
901,967,547,55,664.89,5799.14,2021-04-11,70 Miller Pass,Apple Pay,delivered
902,720,393,1,358.04,4525.18,2022-05-07,98434 Moland Park,PayPal,pending
903,377,991,56,211.48,1689.09,2022-02-24,2262 Division Plaza,credit card,pending
904,417,491,87,630.93,1112.97,2022-01-03,4 Nevada Circle,Apple Pay,processing
905,138,947,26,532.7,3783.76,2020-04-06,60 Porter Court,credit card,processing
906,243,603,37,883.76,6650.31,2020-04-26,5692 3rd Parkway,credit card,shipped
907,789,426,80,50.54,8075.94,2021-09-20,1 Truax Junction,credit card,pending
908,380,850,57,129.33,1050.21,2021-10-31,051 Eastwood Point,Apple Pay,processing
909,224,785,8,87.13,665.8,2020-04-23,13284 Main Drive,PayPal,pending
910,810,376,94,768.45,3474.7,2020-08-22,4935 Monterey Park,PayPal,delivered
911,23,837,56,270.11,6306.4,2021-07-29,8968 Nova Place,PayPal,pending
912,567,954,53,696.82,1512.22,2020-08-07,57211 Jana Street,credit card,shipped
913,326,664,4,572.97,9993.26,2021-01-26,3 Gulseth Park,PayPal,delivered
914,962,584,42,336.86,1010.59,2020-12-16,34258 Quincy Street,PayPal,processing
915,644,752,95,24.39,7039.44,2020-09-22,39725 Reinke Hill,Apple Pay,shipped
916,71,145,88,414.92,5084.52,2020-08-14,3 Mockingbird Hill,Apple Pay,shipped
917,472,851,100,794.47,3754.5,2020-02-16,2532 Spaight Street,PayPal,processing
918,473,628,31,672.25,7607.1,2021-06-03,58017 Heath Plaza,PayPal,shipped
919,100,435,24,145.52,416.42,2022-12-21,069 Pawling Plaza,Apple Pay,processing
920,50,853,24,220.82,7828.52,2022-10-06,12 Warbler Pass,PayPal,delivered
921,391,417,52,197.16,805.19,2021-07-31,1 Village Trail,PayPal,shipped
922,758,27,83,386.94,8091.16,2020-10-07,3590 Garrison Street,Apple Pay,shipped
923,408,791,86,331.59,4255.35,2022-01-24,89 Lindbergh Street,PayPal,delivered
924,596,192,80,793.36,8825.89,2020-01-11,2578 Charing Cross Place,PayPal,shipped
925,291,463,24,149.33,4907.85,2022-02-27,79 Eastwood Point,credit card,processing
926,878,436,72,136.04,8641.83,2022-10-14,3 Carioca Alley,Apple Pay,delivered
927,139,886,95,744.22,3447.24,2020-04-17,0 Shoshone Point,PayPal,delivered
928,210,478,38,339.39,8388.68,2022-10-03,79326 Basil Drive,PayPal,processing
929,481,181,68,746.46,8917.91,2020-07-02,3679 South Drive,PayPal,delivered
930,809,385,72,285.11,6956.33,2022-11-18,403 Division Center,PayPal,shipped
931,796,670,25,867.08,6600.82,2022-05-06,08 Hansons Terrace,credit card,delivered
932,388,416,86,16.01,2853.13,2022-04-12,93 Birchwood Drive,PayPal,pending
933,25,387,79,160.4,1217.88,2021-01-31,094 Kinsman Way,credit card,pending
934,421,827,16,170.4,9385.15,2022-03-16,5327 Texas Trail,PayPal,pending
935,129,306,70,427.37,8323.55,2021-10-25,828 Mariners Cove Park,credit card,shipped
936,589,205,48,505.5,9330.83,2020-04-12,779 Toban Pass,credit card,delivered
937,933,474,62,289.77,7575.91,2020-01-11,763 Shelley Street,credit card,delivered
938,175,504,1,172.33,6378.49,2021-03-06,32183 Jenna Plaza,PayPal,shipped
939,305,586,54,520.35,3620.42,2020-10-17,75647 Mallard Parkway,PayPal,shipped
940,936,461,99,616.64,8030.33,2022-06-16,98 Fair Oaks Hill,Apple Pay,processing
941,200,815,46,755.07,1576.87,2020-12-23,589 Brown Plaza,Apple Pay,delivered
942,752,652,83,673.02,3887.76,2022-10-24,70486 Stone Corner Point,Apple Pay,shipped
943,201,284,87,460.81,2893.07,2022-07-29,6 Pleasure Junction,Apple Pay,delivered
944,155,256,56,831.15,1110.4,2021-04-11,02324 Old Shore Parkway,Apple Pay,shipped
945,787,770,80,533.5,4790.03,2020-03-29,7 Maryland Point,PayPal,shipped
946,90,714,18,466.54,1183.94,2022-05-16,6 Porter Way,PayPal,processing
947,753,892,65,833.24,198.86,2020-03-10,80 Sunfield Trail,PayPal,delivered
948,412,885,9,773.37,2133.11,2020-07-14,2 Melvin Hill,Apple Pay,shipped
949,397,399,64,390.65,9691.43,2022-12-15,45497 Kim Parkway,credit card,processing
950,701,588,94,494.95,5443.97,2021-05-22,15 Emmet Point,Apple Pay,pending
951,8,882,69,319.67,1946.63,2020-06-30,869 Elgar Junction,Apple Pay,shipped
952,746,910,96,217.46,2508.06,2022-04-21,22 Dapin Trail,PayPal,delivered
953,255,496,84,339.53,2858.67,2022-08-12,85726 Stang Court,Apple Pay,processing
954,355,263,38,715.01,5404.23,2022-05-14,7 Mallory Crossing,Apple Pay,shipped
955,16,506,89,186.35,6001.15,2021-12-08,21138 Merrick Crossing,PayPal,delivered
956,179,398,37,339.2,1239.04,2022-09-08,876 Dunning Street,Apple Pay,pending
957,945,659,89,832.16,2480.72,2021-05-09,3554 North Drive,Apple Pay,pending
958,33,877,20,429.2,3037.54,2022-09-13,67148 Village Green Alley,PayPal,processing
959,232,528,23,443.54,341.78,2020-06-24,19 Oak Valley Terrace,Apple Pay,pending
960,510,208,97,412.17,7377.17,2022-08-14,80477 Waxwing Terrace,credit card,processing
961,764,852,27,725.23,6717.58,2020-11-11,00 Beilfuss Trail,credit card,shipped
962,559,276,58,653.55,6576.25,2021-11-12,15708 4th Lane,credit card,processing
963,509,613,100,678.3,6969.23,2021-02-02,42 Stuart Point,Apple Pay,pending
964,988,924,22,13.53,1098.81,2022-09-09,2822 Waubesa Alley,Apple Pay,shipped
965,598,682,82,702.82,6365.08,2021-01-29,04 Raven Crossing,Apple Pay,delivered
966,831,371,20,567.45,1437.98,2021-08-28,20 Fair Oaks Court,credit card,pending
967,461,782,38,78.18,5221.33,2022-08-17,289 Stone Corner Avenue,PayPal,pending
968,316,921,93,167.16,4323.66,2022-10-20,2 Lindbergh Junction,Apple Pay,pending
969,415,701,63,772.67,831.45,2020-03-06,25057 Little Fleur Pass,PayPal,delivered
970,3,260,16,863.64,8401.92,2021-01-01,395 Lunder Plaza,Apple Pay,processing
971,307,141,12,861.48,477.96,2020-12-27,58137 Londonderry Plaza,PayPal,processing
972,819,389,31,458.4,7183.0,2021-10-26,4710 Namekagon Way,credit card,pending
973,978,671,57,567.14,1443.44,2020-08-03,9516 Novick Lane,Apple Pay,delivered
974,440,567,40,63.37,4844.71,2022-03-03,90043 Derek Drive,credit card,processing
975,760,675,28,833.41,1911.28,2022-06-25,59768 Steensland Court,PayPal,processing
976,969,325,65,577.93,7449.01,2022-01-03,41 Johnson Point,PayPal,shipped
977,324,55,26,122.54,794.43,2022-08-17,7097 Express Crossing,Apple Pay,processing
978,519,589,56,970.86,3437.17,2022-11-26,008 Claremont Center,credit card,delivered
979,478,689,92,401.57,6868.64,2022-02-08,98 Arapahoe Center,Apple Pay,pending
980,846,214,92,344.63,9241.03,2021-08-06,435 Fulton Road,PayPal,pending
981,477,50,74,908.3,5392.88,2020-08-10,6 Bellgrove Park,PayPal,processing
982,706,11,69,228.43,1972.13,2021-09-19,7 Hooker Trail,PayPal,pending
983,573,298,21,134.24,6699.73,2021-03-16,562 Dunning Drive,PayPal,processing
984,780,731,97,410.9,9092.11,2021-03-28,97 Superior Trail,PayPal,pending
985,241,855,11,129.63,2983.72,2021-11-17,2887 Rieder Point,Apple Pay,delivered
986,649,152,37,254.54,5694.85,2020-10-28,837 Cascade Plaza,Apple Pay,shipped
987,222,515,33,691.2,1997.43,2022-11-08,72 Redwing Park,credit card,delivered
988,983,409,27,497.53,5428.18,2021-11-10,9909 Birchwood Terrace,PayPal,delivered
989,922,161,72,365.94,6784.07,2020-01-12,69083 Vahlen Park,credit card,shipped
990,454,692,100,499.05,1927.8,2020-06-20,8 Charing Cross Road,Apple Pay,processing
991,601,666,95,181.4,1754.09,2020-05-30,78058 Northridge Way,Apple Pay,shipped
992,927,934,85,993.51,7498.9,2020-10-07,63 Saint Paul Street,credit card,shipped
993,918,483,37,170.14,9164.98,2021-04-17,20 Thackeray Plaza,PayPal,processing
994,343,492,38,413.6,5924.83,2022-07-16,686 Eliot Lane,PayPal,pending
995,718,879,56,866.45,8486.77,2020-04-29,1 Delladonna Crossing,Apple Pay,processing
996,538,481,83,753.83,9976.74,2021-01-06,455 Sycamore Court,Apple Pay,delivered
997,625,926,30,234.29,635.19,2020-11-12,27 Melby Center,PayPal,pending
998,463,12,92,3.35,7739.88,2022-04-13,504 Southridge Alley,credit card,processing
999,723,521,76,513.68,3128.48,2020-05-02,28 Pankratz Point,Apple Pay,delivered
1000,76,129,3,455.19,3964.83,2020-06-05,56 Graceland Street,PayPal,pending
1001,207,941,60,597.56,8967.45,2022-04-29,391 Summerview Park,Apple Pay,delivered
1002,72,425,87,997.59,2019.77,2022-01-21,0 Fuller Alley,Apple Pay,shipped
1003,484,344,29,284.76,4654.28,2020-12-08,110 Old Gate Park,credit card,shipped
1004,365,335,34,314.83,7813.89,2022-01-06,03 Waxwing Street,Apple Pay,processing
1005,125,455,86,432.97,9619.16,2022-04-07,33434 Shasta Park,PayPal,processing
1006,288,576,77,372.03,9670.23,2020-03-29,295 Randy Crossing,Apple Pay,delivered
1007,466,175,74,268.93,6916.28,2020-01-02,1577 Loftsgordon Pass,PayPal,pending
1008,274,501,5,58.52,5971.55,2021-09-06,3 Stuart Lane,credit card,shipped
1009,40,612,86,361.75,1936.76,2021-05-30,7421 Lien Circle,credit card,shipped
1010,530,13,45,923.26,1812.55,2022-06-26,44 Novick Pass,Apple Pay,pending
1011,779,966,79,477.71,4666.84,2021-08-25,09 Karstens Hill,credit card,shipped
1012,135,722,90,339.49,3601.48,2022-02-04,304 Annamark Parkway,credit card,pending
1013,245,997,83,421.94,7885.67,2021-06-20,5199 Pankratz Parkway,Apple Pay,processing
1014,899,135,11,921.88,7952.56,2022-07-25,35864 Straubel Alley,Apple Pay,delivered
1015,142,657,82,240.48,4008.6,2021-06-13,70 Spenser Pass,Apple Pay,pending
1016,501,270,71,3.17,9266.71,2022-06-25,73496 North Junction,Apple Pay,delivered
1017,367,677,87,138.51,4984.2,2021-07-13,4 Blackbird Hill,credit card,pending
1018,785,34,49,724.6,7619.73,2020-07-13,88 Corry Crossing,Apple Pay,delivered
1019,254,945,53,369.78,2144.94,2021-12-31,7783 Mariners Cove Drive,credit card,shipped
1020,236,527,92,730.62,8282.46,2021-08-08,04071 Cascade Plaza,PayPal,pending
1021,406,177,22,797.57,3866.77,2022-04-03,00994 Morning Drive,Apple Pay,delivered
1022,561,274,9,398.18,2679.62,2021-07-29,9792 Service Terrace,Apple Pay,shipped
1023,182,62,74,436.92,4498.3,2021-07-28,4 Clemons Pass,credit card,shipped
1024,551,795,2,676.99,6653.59,2022-10-14,66846 Elmside Junction,credit card,delivered
1025,575,317,93,769.72,9163.64,2020-04-08,394 Toban Park,PayPal,delivered
1026,456,762,11,0.94,7929.1,2022-07-14,5 Summer Ridge Plaza,credit card,shipped
1027,642,840,88,423.12,1021.5,2020-08-02,11922 Green Ridge Park,PayPal,processing
1028,52,458,73,220.59,9907.8,2020-01-08,20393 Nevada Road,PayPal,processing
1029,757,118,44,95.24,5786.71,2021-04-07,45 Knutson Way,Apple Pay,shipped
1030,903,420,87,509.78,1834.52,2022-05-27,517 Waywood Junction,credit card,pending
1031,360,53,67,358.86,3060.8,2021-11-28,35932 Northridge Road,Apple Pay,pending
1032,584,22,54,862.46,5999.64,2022-08-27,3 Golf Course Hill,credit card,delivered
1033,341,167,43,878.76,6789.77,2021-11-28,90754 Bayside Trail,PayPal,pending
1034,193,319,48,811.26,4453.05,2021-01-29,3259 Pankratz Road,PayPal,shipped
1035,980,820,68,325.17,3793.32,2020-03-06,1194 Pepper Wood Pass,credit card,processing
1036,77,936,53,390.02,1168.7,2022-12-22,71054 Straubel Avenue,Apple Pay,shipped
1037,595,950,37,334.47,8196.67,2020-09-05,0320 Hermina Pass,PayPal,pending
1038,963,361,39,174.91,3619.58,2022-02-08,4863 Moland Hill,PayPal,delivered
1039,684,24,33,789.69,3475.45,2020-06-27,00560 Scott Pass,credit card,shipped
1040,435,1000,50,663.05,5660.37,2020-09-11,58672 Rowland Way,PayPal,pending
1041,715,315,25,19.64,3966.23,2022-10-20,7 Rusk Circle,credit card,shipped
1042,297,989,80,874.17,9383.76,2020-05-08,284 Butterfield Junction,credit card,processing
1043,732,282,75,885.78,8423.58,2020-04-02,26483 Green Crossing,Apple Pay,shipped
1044,374,743,81,956.57,6935.51,2020-11-09,929 Bobwhite Parkway,Apple Pay,processing
1045,571,97,95,878.32,1435.52,2021-03-28,42 Eliot Street,PayPal,delivered
1046,911,334,28,331.39,4621.41,2021-01-06,571 Walton Way,Apple Pay,processing
1047,41,237,55,196.0,8979.02,2020-08-21,6 Algoma Junction,Apple Pay,pending
1048,88,19,12,369.83,5607.0,2020-05-08,02101 Acker Alley,PayPal,shipped
1049,279,998,49,308.06,6276.32,2020-03-13,5 Holy Cross Trail,PayPal,processing
1050,833,812,98,399.87,7066.68,2021-01-03,2217 John Wall Road,credit card,processing
1051,961,20,26,302.19,3146.71,2021-12-22,3 Bobwhite Plaza,credit card,delivered
1052,906,450,68,530.29,2684.69,2022-08-14,19 Corry Parkway,PayPal,shipped
1053,262,128,52,927.58,6086.86,2021-05-23,75871 Kensington Parkway,PayPal,delivered
1054,786,215,68,533.15,9138.85,2022-02-26,5 Clyde Gallagher Park,credit card,shipped
1055,733,875,23,39.92,8549.73,2020-04-17,78 Orin Park,credit card,processing
1056,592,7,91,375.1,7424.62,2020-10-23,295 Logan Junction,PayPal,processing
1057,376,250,89,236.71,3215.74,2022-09-30,95878 American Ash Way,credit card,delivered
1058,814,174,79,671.78,1590.55,2020-11-24,70078 Melrose Park,PayPal,pending
1059,385,26,43,77.23,9964.72,2022-11-14,22 Talisman Junction,PayPal,shipped
1060,133,179,35,402.61,1718.04,2020-01-26,8548 Emmet Plaza,PayPal,processing
1061,9,977,100,157.76,7915.76,2020-01-17,30 Mcguire Trail,credit card,delivered
1062,306,447,33,522.4,4584.59,2020-09-23,232 Green Ridge Pass,PayPal,pending
1063,529,56,61,229.32,2646.99,2022-06-24,84 Pine View Park,PayPal,shipped
1064,941,540,55,407.06,7625.89,2020-08-05,992 Paget Hill,PayPal,delivered
1065,603,708,87,670.67,7958.3,2022-01-06,09085 Warrior Street,PayPal,delivered
1066,34,149,44,895.37,1854.14,2020-11-06,4998 Acker Trail,credit card,delivered
1067,784,374,66,115.66,6243.8,2021-01-20,233 Lerdahl Road,PayPal,delivered
1068,311,116,47,470.65,9549.73,2022-11-24,82106 Crownhardt Circle,PayPal,shipped
1069,507,952,32,651.17,912.96,2022-11-08,9 Sheridan Terrace,credit card,delivered
1070,369,649,12,616.17,8570.95,2021-03-01,15366 Evergreen Crossing,PayPal,shipped
1071,736,621,89,994.98,4711.41,2020-02-20,6 North Park,credit card,shipped
1072,902,224,71,650.72,5374.74,2020-03-04,8 Kingsford Way,credit card,processing
1073,184,218,95,102.52,7040.77,2022-02-13,7 Iowa Plaza,PayPal,processing
1074,94,563,77,564.0,4251.81,2021-02-07,35 Sutteridge Court,Apple Pay,pending
1075,156,464,87,249.19,6737.27,2022-08-31,4 Elgar Court,PayPal,delivered
1076,280,943,68,654.35,8364.06,2020-10-30,21 Cottonwood Alley,PayPal,processing
1077,973,100,91,900.98,5803.27,2020-04-14,534 Crowley Park,PayPal,delivered
1078,488,705,63,599.78,6084.08,2022-04-22,63565 Harbort Street,PayPal,pending
1079,12,428,50,672.87,5334.49,2022-05-15,6 Stuart Road,PayPal,processing
1080,496,831,29,568.27,610.3,2022-05-17,0188 Meadow Vale Point,Apple Pay,pending
1081,1000,902,50,212.3,9705.74,2021-11-01,98005 Talmadge Street,PayPal,delivered
1082,874,72,45,143.29,8305.71,2022-10-18,2 Marquette Hill,PayPal,shipped
1083,799,932,78,529.43,1916.42,2020-04-12,13523 Scott Road,PayPal,shipped
1084,455,83,93,178.36,3426.21,2021-11-26,987 Thompson Avenue,Apple Pay,delivered
1085,907,641,79,898.69,591.45,2022-01-25,9 Ridgeview Alley,Apple Pay,delivered
1086,359,369,84,237.29,2874.84,2020-11-12,8 Schmedeman Terrace,PayPal,pending
1087,425,499,19,579.32,2828.29,2021-07-14,27605 Melby Avenue,PayPal,delivered
1088,266,286,96,341.29,9267.4,2021-08-12,0816 Stang Point,credit card,pending
1089,982,972,36,134.81,3502.81,2022-09-21,91 Spenser Drive,credit card,pending
1090,610,937,87,770.17,6635.11,2020-02-09,5 Hudson Point,Apple Pay,delivered
1091,281,102,65,807.86,3139.56,2020-07-31,9 Center Parkway,Apple Pay,delivered
1092,489,30,68,283.08,8846.68,2022-10-28,2 Delaware Parkway,PayPal,pending
1093,163,49,23,775.45,2910.29,2020-12-07,30 Parkside Circle,credit card,processing
1094,816,554,42,224.17,5311.07,2021-11-11,2168 Hoepker Crossing,Apple Pay,pending
1095,74,65,18,527.33,4093.95,2022-09-17,59862 Katie Center,credit card,shipped
1096,345,634,72,801.23,2256.66,2021-11-06,55 Lake View Plaza,credit card,pending
1097,525,285,56,151.05,5842.48,2022-01-21,58 South Pass,Apple Pay,processing
1098,410,825,84,917.39,6418.34,2021-06-20,8905 Buhler Alley,Apple Pay,processing
1099,664,615,19,329.37,2562.6,2020-12-02,0 Trailsway Drive,PayPal,processing
1100,46,322,26,794.95,9156.75,2022-07-05,2 Havey Place,credit card,processing
1101,769,859,91,884.29,9156.04,2020-05-02,802 Sloan Circle,credit card,pending
1102,541,607,80,870.13,7310.02,2021-01-09,45 Onsgard Pass,credit card,shipped
1103,331,803,53,326.62,6097.39,2020-02-25,772 Ridgeview Trail,credit card,pending
1104,901,861,63,994.78,850.72,2022-01-14,9559 Chinook Court,Apple Pay,shipped
1105,692,686,29,201.45,6101.71,2020-06-28,1 Longview Center,credit card,delivered
1106,475,676,92,387.61,8841.07,2021-12-31,46 Huxley Parkway,credit card,processing
1107,169,550,58,305.38,56.89,2021-02-14,1659 Hanson Hill,credit card,shipped
1108,558,938,26,691.43,1415.87,2021-10-31,759 High Crossing Place,Apple Pay,delivered
1109,628,502,84,168.04,9644.79,2021-01-17,97 Birchwood Road,credit card,pending
1110,353,18,50,740.46,1768.28,2020-08-24,97881 Cody Parkway,PayPal,delivered
1111,117,733,85,321.9,3818.76,2020-04-14,5820 Loeprich Place,credit card,pending
1112,21,410,76,654.23,6587.01,2020-03-22,8480 Portage Way,credit card,pending
1113,170,700,74,768.51,6077.24,2022-05-07,73536 Erie Center,Apple Pay,processing
1114,215,364,93,376.73,2364.54,2022-12-12,62 Crescent Oaks Trail,credit card,shipped
1115,32,964,43,883.61,9981.84,2021-12-20,02865 Sutteridge Hill,credit card,shipped
1116,624,716,25,787.75,2281.0,2022-09-01,584 Leroy Parkway,credit card,pending
1117,696,507,94,584.18,6754.82,2020-11-15,64196 Larry Way,PayPal,shipped
1118,824,523,37,572.88,43.63,2020-08-18,04161 Huxley Parkway,credit card,delivered
