product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
226,magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget,"Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",475.03,29.48,electronics,neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,486,Yellow,large,3.8,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in,2015-05-05,2.1,586,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas,1.1,807,express,15.29
227,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",90.2,15.32,clothing,ut nulla sed accumsan felis ut at dolor quis odio,40,Mauv,small,7.9,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui,2020-12-06,2.2,364,interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien,1.5,855,express,13.77
228,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",697.96,49.95,beauty,convallis duis consequat dui nec nisi volutpat eleifend donec ut,277,Crimson,extra large,2.9,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel,2014-06-15,2.6,139,convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate,3.0,229,standard,34.59
229,massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,506.92,45.53,electronics,lacinia aenean sit amet justo morbi ut odio cras mi pede,433,Indigo,medium,8.6,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam,2022-06-20,2.9,793,quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,4.8,979,standard,26.92
230,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,"Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",359.56,44.6,electronics,amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,868,Fuscia,extra large,0.2,non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,2012-02-27,4.0,301,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices,4.7,634,standard,22.23
231,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti.",642.35,18.74,electronics,nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,181,Teal,medium,9.4,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,2012-12-06,4.3,687,adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,2.3,372,express,31.74
232,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,109.13,20.35,clothing,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,500,Khaki,large,1.7,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,2020-10-07,5.0,718,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet,4.7,62,standard,42.53
233,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer,"Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",365.27,9.51,clothing,lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien,205,Aquamarine,large,5.5,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,2012-12-15,1.8,385,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4.4,317,express,38.81
234,consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam,"Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",583.65,17.89,clothing,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque,910,Purple,large,4.5,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,2011-07-11,3.3,873,ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,1.7,44,standard,35.01
235,pellentesque eget nunc donec quis orci eget orci vehicula condimentum,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",734.42,22.71,home decor,phasellus in felis donec semper sapien a libero nam dui proin leo odio,650,Yellow,medium,9.8,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in,2021-07-07,3.7,503,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,1.8,751,free,2.83
236,sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,Integer ac leo. Pellentesque ultrices mattis odio.,226.36,40.54,home decor,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,95,Turquoise,large,8.2,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,2011-12-16,2.0,115,sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue,2.2,333,free,0.36
237,nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",863.81,25.39,toys,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula,591,Red,large,6.0,semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in,2014-06-20,1.3,665,lorem id ligula suspendisse ornare consequat lectus in est risus,2.4,268,express,6.19
238,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",235.14,14.05,electronics,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,483,Purple,small,8.1,id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat,2013-09-09,2.1,103,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,1.8,844,standard,17.76
239,volutpat dui maecenas tristique est et tempus semper est quam,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",474.54,42.88,beauty,quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus,771,Teal,medium,1.3,luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse,2013-05-16,3.2,796,auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,1.0,74,standard,19.06
240,donec semper sapien a libero nam dui proin leo odio porttitor,"Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.",793.29,18.24,electronics,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,899,Crimson,extra large,3.6,ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,2013-05-30,1.2,706,hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum,4.4,831,free,35.39
241,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",510.4,5.16,beauty,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,582,Orange,large,4.9,dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet,2011-05-14,3.5,457,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,3.9,956,standard,1.64
242,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc.",329.41,43.97,toys,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede,181,Puce,medium,3.5,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum,2012-02-21,3.4,903,curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non,4.7,168,standard,32.17
243,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,Proin interdum mauris non ligula pellentesque ultrices.,958.66,28.93,home decor,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at,681,Aquamarine,large,7.9,arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,2018-02-09,4.6,896,libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien,3.9,950,express,40.43
244,in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,Quisque ut erat. Curabitur gravida nisi at nibh.,318.39,29.79,toys,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas,640,Green,extra large,0.1,id ligula suspendisse ornare consequat lectus in est risus auctor sed,2022-05-05,3.3,312,interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu,1.3,712,express,4.78
245,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",160.4,19.65,toys,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,323,Green,medium,6.5,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,2013-01-11,4.8,763,leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,1.3,934,standard,0.98
246,viverra eget congue eget semper rutrum nulla nunc purus phasellus in,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,905.4,0.13,home decor,vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla,655,Yellow,medium,1.2,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus,2020-04-01,3.8,928,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,5.0,138,free,17.24
247,nulla sed accumsan felis ut at dolor quis odio consequat varius,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",764.75,14.79,toys,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in,15,Puce,medium,1.7,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,2020-11-08,4.1,538,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante,2.7,741,free,48.43
248,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",802.53,20.29,home decor,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat,887,Orange,small,4.1,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium,2013-09-22,4.2,829,magna bibendum imperdiet nullam orci pede venenatis non sodales sed,1.4,476,standard,38.8
249,et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.",338.74,30.66,toys,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor,163,Yellow,large,3.3,integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,2021-03-20,1.6,695,tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,1.7,157,express,35.43
250,orci luctus et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",28.48,1.21,home decor,est donec odio justo sollicitudin ut suscipit a feugiat et eros,938,Green,large,6.6,arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu,2013-05-23,2.6,579,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id,2.0,782,free,0.98
251,fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",996.14,11.99,home decor,in eleifend quam a odio in hac habitasse platea dictumst maecenas,77,Maroon,small,5.5,sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis,2017-10-12,1.6,16,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,3.3,993,free,10.45
252,consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in,Etiam justo. Etiam pretium iaculis justo.,405.59,33.07,beauty,potenti cras in purus eu magna vulputate luctus cum sociis natoque,81,Aquamarine,extra large,5.0,lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui,2019-04-28,2.6,481,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,4.3,173,free,18.78
253,in felis eu sapien cursus vestibulum proin eu mi nulla ac,Maecenas ut massa quis augue luctus tincidunt.,745.07,21.5,beauty,magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,191,Red,large,4.0,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis,2014-05-10,3.3,395,fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in,2.1,923,free,11.79
254,turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",116.68,38.61,clothing,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,509,Orange,large,6.4,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio,2014-02-18,3.8,811,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,4.8,601,standard,11.24
255,potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,"Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",865.29,49.46,toys,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,344,Teal,small,4.9,amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit,2012-11-07,1.1,879,ut blandit non interdum in ante vestibulum ante ipsum primis,2.2,923,express,11.74
256,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,"Nunc purus. Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",858.76,35.12,electronics,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est,33,Green,medium,0.9,sed vel enim sit amet nunc viverra dapibus nulla suscipit,2019-12-28,1.1,753,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,4.1,717,standard,39.0
257,nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",558.21,42.56,beauty,in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,350,Crimson,large,3.2,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,2010-03-11,4.0,432,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,2.5,621,express,9.15
258,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",692.09,17.65,clothing,nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor,581,Goldenrod,extra large,1.6,tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,2014-01-11,1.4,384,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,4.1,335,standard,26.41
259,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",290.9,32.76,electronics,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,704,Red,small,4.7,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,2019-05-08,3.6,463,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,1.7,715,free,33.12
260,ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus. Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.",868.41,35.83,beauty,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in,383,Fuscia,extra large,6.0,non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,2022-09-01,1.0,963,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst,3.9,651,express,49.73
261,consequat ut nulla sed accumsan felis ut at dolor quis,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",377.09,23.43,clothing,enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,69,Violet,medium,10.0,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus,2011-09-16,4.4,473,mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,4.8,423,free,42.16
262,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat,"Phasellus in felis. Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",435.05,45.0,toys,adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing,141,Maroon,extra large,3.7,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,2020-10-13,2.9,713,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a,3.6,411,express,33.71
263,nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",581.49,3.55,clothing,aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,675,Crimson,small,4.4,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit,2018-05-31,3.3,526,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,1.5,773,express,35.66
264,vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",110.02,8.84,toys,ligula sit amet eleifend pede libero quis orci nullam molestie,708,Pink,extra large,0.7,proin leo odio porttitor id consequat in consequat ut nulla sed,2018-01-31,3.2,559,vestibulum velit id pretium iaculis diam erat fermentum justo nec,3.4,683,free,43.45
265,et ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo.",21.79,24.36,toys,nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc,119,Red,medium,3.7,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,2012-03-02,2.7,991,a pede posuere nonummy integer non velit donec diam neque vestibulum eget,4.2,876,standard,33.18
266,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,Suspendisse potenti. Nullam porttitor lacus at turpis.,115.46,40.45,electronics,dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,775,Blue,large,6.0,sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,2019-03-26,2.0,267,sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus,3.1,108,free,35.65
267,eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget,"Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",732.31,44.06,toys,volutpat dui maecenas tristique est et tempus semper est quam,764,Yellow,small,3.3,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia,2017-03-16,3.4,521,aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean,2.8,941,standard,31.75
268,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis. Donec semper sapien a libero.",528.16,11.07,clothing,felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,268,Orange,medium,3.2,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,2019-07-09,3.0,427,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse,2.8,234,free,18.7
